timestamp,src_ip,dst_ip,protocol,ttl,packet_length,tcp_syn,tcp_ack,tcp_fin,label
1700001654,192.168.3.230,10.0.7.115,TCP,110,1415,1,1,0,no_anomaly
1700001992,192.168.0.206,10.0.0.179,TCP,42,121,0,1,0,no_anomaly
1700000916,192.168.2.227,10.0.6.113,TCP,91,477,0,1,0,no_anomaly
1700000290,192.168.1.226,10.0.6.174,TCP,127,546,0,0,0,no_anomaly
1700001411,192.168.1.27,10.0.7.226,TCP,62,1451,0,0,0,no_anomaly
1700000884,192.168.3.75,10.0.7.165,UDP,46,1048,0,0,0,no_anomaly
1700000034,192.168.0.244,10.0.7.227,TCP,57,571,0,1,0,no_anomaly
1700001372,192.168.2.142,10.0.4.9,TCP,37,574,0,1,1,no_anomaly
1700001745,192.168.0.98,10.0.0.26,TCP,35,106,1,1,0,no_anomaly
1700001561,192.168.3.226,10.0.7.107,TCP,38,1320,0,0,0,no_anomaly
1700001738,192.168.3.143,10.0.1.187,TCP,77,231,1,1,0,no_anomaly
1700001290,192.168.0.105,10.0.6.193,TCP,126,752,0,0,0,no_anomaly
1700002127,192.168.1.126,10.0.3.69,UDP,115,1118,0,0,0,no_anomaly
1700000016,192.168.2.9,10.0.2.72,UDP,49,987,0,0,0,no_anomaly
1700001899,192.168.1.49,10.0.3.176,TCP,123,42,0,1,0,suspicious
1700002268,192.168.3.218,10.0.6.75,TCP,59,1170,0,0,0,no_anomaly
1700001225,192.168.2.146,10.0.1.214,UDP,123,451,0,0,0,no_anomaly
1700001164,192.168.1.138,10.0.4.145,UDP,107,300,0,0,0,no_anomaly
1700000321,192.168.0.140,10.0.3.15,UDP,100,854,0,0,0,no_anomaly
1700001701,192.168.2.10,10.0.2.218,TCP,112,845,0,0,0,no_anomaly
1700001391,192.168.2.159,10.0.2.87,TCP,33,1114,0,1,0,no_anomaly
1700001131,192.168.0.232,10.0.1.197,TCP,45,1152,0,1,0,no_anomaly
1700000727,192.168.3.28,10.0.4.121,UDP,53,428,0,0,0,no_anomaly
1700002096,192.168.0.222,10.0.6.197,TCP,91,217,0,1,0,no_anomaly
1700002255,192.168.0.231,10.0.7.43,TCP,62,1271,0,1,0,no_anomaly
1700000644,192.168.1.167,10.0.0.144,TCP,48,1353,0,0,0,no_anomaly
1700000588,192.168.0.239,10.0.2.151,TCP,97,1008,0,0,0,no_anomaly
1700000817,192.168.0.223,10.0.1.228,UDP,55,920,0,0,0,no_anomaly
1700001563,192.168.3.17,10.0.6.56,TCP,41,719,0,0,0,no_anomaly
1700000578,192.168.1.100,10.0.4.125,ICMP,55,99,0,0,0,no_anomaly
1700001035,192.168.0.227,10.0.0.54,TCP,65,888,0,1,0,no_anomaly
1700000516,192.168.2.61,10.0.2.191,TCP,98,670,0,0,0,no_anomaly
1700001643,192.168.1.94,10.0.7.81,TCP,94,735,0,1,0,no_anomaly
1700002261,192.168.0.25,10.0.1.201,UDP,55,744,0,0,0,no_anomaly
1700001449,192.168.2.61,10.0.7.179,TCP,67,484,0,1,0,no_anomaly
1700000715,192.168.1.41,10.0.6.170,UDP,108,1299,0,0,0,no_anomaly
1700001750,192.168.3.80,10.0.1.186,TCP,62,1304,1,0,0,no_anomaly
1700000676,192.168.1.104,10.0.4.164,UDP,121,131,0,0,0,no_anomaly
1700000815,192.168.3.179,10.0.7.26,TCP,113,1364,0,1,0,no_anomaly
1700001814,192.168.2.71,10.0.0.130,UDP,113,85,0,0,0,no_anomaly
1700002003,192.168.1.164,10.0.1.243,TCP,86,504,1,0,0,no_anomaly
1700000573,192.168.0.185,10.0.4.17,TCP,98,408,0,0,0,no_anomaly
1700000833,192.168.3.75,10.0.0.243,TCP,70,1244,0,1,0,no_anomaly
1700002275,192.168.1.106,10.0.2.152,UDP,116,1152,0,0,0,no_anomaly
1700001073,192.168.3.198,10.0.1.5,TCP,47,1031,0,0,0,no_anomaly
1700000220,192.168.0.87,10.0.2.57,TCP,72,472,0,0,1,no_anomaly
1700001539,192.168.2.103,10.0.7.168,TCP,116,67,0,1,0,no_anomaly
1700001142,192.168.2.46,10.0.5.171,TCP,60,456,0,0,0,no_anomaly
1700001160,192.168.0.182,10.0.7.134,ICMP,118,1146,0,0,0,no_anomaly
1700000885,192.168.3.74,10.0.7.246,UDP,36,851,0,0,0,no_anomaly
1700002000,192.168.0.188,10.0.0.99,TCP,77,953,0,1,0,no_anomaly
1700002052,192.168.2.220,10.0.4.118,TCP,118,415,0,0,0,no_anomaly
1700001529,192.168.3.78,10.0.4.57,TCP,40,1237,0,0,0,no_anomaly
1700000711,192.168.0.188,10.0.3.222,TCP,69,325,0,1,0,no_anomaly
1700000530,192.168.2.154,10.0.1.157,UDP,113,752,0,0,0,no_anomaly
1700000411,192.168.2.28,10.0.1.95,TCP,90,815,0,0,0,no_anomaly
1700000257,192.168.0.62,10.0.2.117,TCP,32,145,0,1,0,no_anomaly
1700000731,192.168.0.193,10.0.1.32,TCP,116,738,0,1,0,no_anomaly
1700000119,192.168.1.154,10.0.4.118,UDP,43,1060,0,0,0,no_anomaly
1700000420,192.168.2.243,10.0.2.140,UDP,96,1127,0,0,0,no_anomaly
1700000369,192.168.0.166,10.0.4.128,UDP,65,1091,0,0,0,no_anomaly
1700002009,192.168.3.1,10.0.5.53,TCP,125,837,0,0,0,no_anomaly
1700001006,192.168.0.46,10.0.5.63,TCP,112,1080,0,1,1,no_anomaly
1700001073,192.168.2.32,10.0.2.211,TCP,75,1432,0,0,0,no_anomaly
1700001363,192.168.0.93,10.0.1.189,TCP,55,423,1,0,1,no_anomaly
1700000712,192.168.1.138,10.0.5.139,TCP,100,296,0,0,0,no_anomaly
1700001594,192.168.1.246,10.0.6.161,UDP,60,777,0,0,0,no_anomaly
1700000583,192.168.1.215,10.0.4.3,UDP,35,509,0,0,0,no_anomaly
1700000665,192.168.1.137,10.0.7.249,UDP,73,323,0,0,0,no_anomaly
1700000088,192.168.3.232,10.0.0.15,TCP,41,1358,0,0,0,no_anomaly
1700001418,192.168.3.236,10.0.3.109,TCP,46,1137,0,0,0,no_anomaly
1700001664,192.168.1.82,10.0.7.187,TCP,112,1212,0,0,0,no_anomaly
1700002177,192.168.2.60,10.0.3.104,TCP,91,251,0,0,0,no_anomaly
1700001906,192.168.3.40,10.0.6.172,TCP,68,1107,0,0,0,no_anomaly
1700000519,192.168.3.142,10.0.3.239,TCP,60,1016,0,1,0,no_anomaly
1700000938,192.168.0.65,10.0.3.40,TCP,44,1051,1,0,0,no_anomaly
1700000888,192.168.3.7,10.0.5.127,UDP,84,533,0,0,0,no_anomaly
1700000352,192.168.0.85,10.0.3.107,TCP,127,1008,0,1,0,no_anomaly
1700000468,192.168.2.124,10.0.1.231,TCP,111,956,0,0,0,no_anomaly
1700000505,192.168.2.111,10.0.7.239,UDP,96,222,0,0,0,no_anomaly
1700002187,192.168.0.177,10.0.4.203,UDP,55,942,0,0,0,no_anomaly
1700000473,192.168.3.32,10.0.7.115,UDP,119,1334,0,0,0,no_anomaly
1700000344,192.168.1.98,10.0.1.69,TCP,93,576,1,0,1,no_anomaly
1700001550,192.168.2.210,10.0.2.109,ICMP,71,665,0,0,0,no_anomaly
1700000754,192.168.3.29,10.0.4.239,TCP,123,310,0,0,0,no_anomaly
1700000591,192.168.0.166,10.0.6.33,TCP,52,900,0,1,0,no_anomaly
1700001011,192.168.0.87,10.0.6.3,TCP,126,823,0,1,0,no_anomaly
1700001489,192.168.3.160,10.0.1.198,TCP,68,552,0,1,0,no_anomaly
1700001706,192.168.2.218,10.0.0.60,TCP,50,780,0,1,0,no_anomaly
1700000261,192.168.3.93,10.0.5.142,ICMP,106,1044,0,0,0,no_anomaly
1700000211,192.168.0.189,10.0.0.18,TCP,85,1363,1,0,0,no_anomaly
1700000121,192.168.1.107,10.0.2.63,TCP,90,408,0,0,0,no_anomaly
1700000882,192.168.2.60,10.0.4.237,TCP,75,1245,0,0,0,no_anomaly
1700002265,192.168.2.44,10.0.6.235,TCP,55,547,0,0,0,no_anomaly
1700000369,192.168.3.236,10.0.4.1,TCP,71,231,0,0,0,no_anomaly
1700001748,192.168.1.14,10.0.6.195,TCP,32,855,1,1,0,no_anomaly
1700000984,192.168.2.165,10.0.7.165,TCP,66,1012,1,0,0,no_anomaly
1700000562,192.168.1.227,10.0.5.16,TCP,124,279,0,1,0,no_anomaly
1700000881,192.168.2.1,10.0.2.220,TCP,42,919,0,0,0,no_anomaly
1700000193,192.168.3.250,10.0.6.60,TCP,79,1093,0,0,0,no_anomaly
1700000239,192.168.0.68,10.0.0.221,TCP,47,153,0,1,0,no_anomaly
1700002301,192.168.1.23,10.0.7.107,UDP,119,461,0,0,0,no_anomaly
1700001607,192.168.2.199,10.0.4.1,TCP,59,1264,0,0,0,no_anomaly
1700001764,192.168.1.135,10.0.3.219,TCP,40,1434,0,1,0,no_anomaly
1700000981,192.168.3.81,10.0.7.61,ICMP,122,568,0,0,0,no_anomaly
1700000883,192.168.0.143,10.0.3.122,UDP,116,196,0,0,0,no_anomaly
1700000759,192.168.3.245,10.0.7.205,TCP,47,240,0,1,0,no_anomaly
1700001834,192.168.1.99,10.0.0.186,TCP,82,222,0,0,0,no_anomaly
1700000627,192.168.3.135,10.0.4.64,TCP,58,743,0,0,1,no_anomaly
1700000641,192.168.2.119,10.0.1.78,UDP,81,325,0,0,0,no_anomaly
1700000866,192.168.1.236,10.0.0.67,TCP,33,1002,0,0,0,no_anomaly
1700000342,192.168.2.207,10.0.3.30,TCP,117,271,0,1,0,no_anomaly
1700002361,192.168.3.213,10.0.4.218,TCP,47,113,1,0,0,no_anomaly
1700001400,192.168.0.132,10.0.2.121,TCP,77,762,1,1,0,no_anomaly
1700000160,192.168.0.37,10.0.2.106,UDP,35,912,0,0,0,no_anomaly
1700002004,192.168.3.183,10.0.5.32,TCP,128,229,1,1,0,no_anomaly
1700000879,192.168.0.143,10.0.0.228,ICMP,99,1245,0,0,0,no_anomaly
1700002093,192.168.0.167,10.0.0.186,TCP,83,1312,1,0,0,no_anomaly
1700001664,192.168.0.181,10.0.6.95,TCP,92,633,0,0,1,no_anomaly
1700000449,192.168.2.39,10.0.4.27,TCP,121,739,0,1,0,no_anomaly
1700001104,192.168.2.63,10.0.4.93,TCP,46,999,0,0,0,no_anomaly
1700000946,192.168.0.59,10.0.0.222,UDP,93,438,0,0,0,no_anomaly
1700000008,192.168.2.230,10.0.1.25,ICMP,60,1128,0,0,0,no_anomaly
1700000143,192.168.0.19,10.0.1.250,UDP,58,233,0,0,0,no_anomaly
1700000059,192.168.2.202,10.0.6.99,TCP,68,641,0,1,1,no_anomaly
1700001568,192.168.3.170,10.0.6.172,TCP,106,121,0,0,0,no_anomaly
1700002034,192.168.0.192,10.0.6.150,TCP,81,411,1,0,0,no_anomaly
1700001382,192.168.2.15,10.0.1.33,UDP,37,677,0,0,0,no_anomaly
1700000746,192.168.0.114,10.0.4.222,UDP,103,539,0,0,0,no_anomaly
1700001375,192.168.2.80,10.0.0.21,TCP,68,1227,0,0,0,no_anomaly
1700001615,192.168.3.47,10.0.6.111,TCP,61,237,0,0,0,no_anomaly
1700001374,192.168.2.217,10.0.3.111,UDP,84,1293,0,0,0,no_anomaly
1700002074,192.168.3.158,10.0.1.181,TCP,127,134,0,0,0,no_anomaly
1700001364,192.168.2.21,10.0.5.240,TCP,47,485,0,0,0,no_anomaly
1700000116,192.168.0.97,10.0.0.48,TCP,67,100,0,0,0,no_anomaly
1700000706,192.168.3.133,10.0.7.9,TCP,89,1305,0,1,0,no_anomaly
1700001559,192.168.3.132,10.0.7.236,ICMP,126,912,0,0,0,no_anomaly
1700001601,192.168.2.136,10.0.7.30,TCP,121,1073,0,0,0,no_anomaly
1700001875,192.168.0.161,10.0.4.12,TCP,123,66,0,0,0,no_anomaly
1700000336,192.168.3.225,10.0.3.17,TCP,42,697,0,1,0,no_anomaly
1700001155,192.168.2.30,10.0.0.66,UDP,48,1153,0,0,0,no_anomaly
1700000823,192.168.0.121,10.0.1.192,TCP,55,57,0,0,0,no_anomaly
1700000005,192.168.0.236,10.0.7.106,TCP,80,755,0,0,0,no_anomaly
1700001182,192.168.2.92,10.0.7.70,UDP,73,541,0,0,0,no_anomaly
1700000091,192.168.3.126,10.0.5.204,TCP,99,787,0,0,0,no_anomaly
1700000815,192.168.0.193,10.0.2.40,UDP,106,136,0,0,0,no_anomaly
1700000585,192.168.2.111,10.0.3.57,TCP,53,1283,0,0,0,no_anomaly
1700001748,192.168.3.73,10.0.0.145,TCP,61,514,0,0,0,no_anomaly
1700000738,192.168.3.216,10.0.5.90,UDP,60,914,0,0,0,no_anomaly
1700001677,192.168.0.254,10.0.6.133,TCP,47,251,1,0,0,no_anomaly
1700001966,192.168.3.112,10.0.1.131,ICMP,79,94,0,0,0,no_anomaly
1700001260,192.168.2.141,10.0.6.80,TCP,82,1095,0,0,0,no_anomaly
1700000678,192.168.1.96,10.0.0.217,UDP,48,1470,0,0,0,no_anomaly
1700001802,192.168.2.43,10.0.0.201,UDP,125,225,0,0,0,anomaly
1700000024,192.168.1.46,10.0.5.37,UDP,58,1341,0,0,0,no_anomaly
1700002130,192.168.2.175,10.0.7.233,TCP,93,1159,0,0,0,no_anomaly
1700000903,192.168.0.135,10.0.4.56,TCP,123,456,0,0,0,no_anomaly
1700000383,192.168.1.91,10.0.6.98,TCP,122,1289,0,0,0,no_anomaly
1700000612,192.168.1.213,10.0.4.13,TCP,56,62,1,1,0,anomaly
1700001530,192.168.0.7,10.0.0.193,ICMP,113,149,0,0,0,no_anomaly
1700000481,192.168.1.30,10.0.0.2,UDP,111,1405,0,0,0,no_anomaly
1700000225,192.168.2.203,10.0.6.191,TCP,124,993,0,0,0,no_anomaly
1700000144,192.168.0.163,10.0.4.182,UDP,97,1292,0,0,0,no_anomaly
1700000149,192.168.0.29,10.0.1.89,TCP,114,689,0,0,0,no_anomaly
1700001803,192.168.2.146,10.0.6.172,TCP,97,125,1,0,1,no_anomaly
1700000824,192.168.2.155,10.0.1.219,TCP,69,338,0,0,0,no_anomaly
1700001185,192.168.2.84,10.0.3.36,TCP,61,1176,0,0,0,no_anomaly
1700001588,192.168.0.136,10.0.0.167,TCP,56,594,0,1,0,no_anomaly
1700002116,192.168.1.71,10.0.3.30,TCP,85,1281,0,1,0,no_anomaly
1700002349,192.168.0.213,10.0.3.104,ICMP,59,1172,0,0,0,no_anomaly
1700000927,192.168.2.79,10.0.3.31,ICMP,38,1290,0,0,0,no_anomaly
1700000792,192.168.0.64,10.0.6.142,TCP,44,772,0,1,0,no_anomaly
1700001761,192.168.3.2,10.0.3.101,UDP,128,498,0,0,0,no_anomaly
1700000834,192.168.2.90,10.0.3.46,UDP,82,578,0,0,0,no_anomaly
1700000494,192.168.2.7,10.0.4.184,ICMP,52,1477,0,0,0,no_anomaly
1700001029,192.168.1.220,10.0.1.237,ICMP,108,961,0,0,0,no_anomaly
1700000333,192.168.1.46,10.0.5.206,TCP,117,375,0,0,0,no_anomaly
1700000321,192.168.0.60,10.0.4.115,TCP,89,359,0,0,0,no_anomaly
1700002227,192.168.2.187,10.0.6.12,UDP,98,680,0,0,0,no_anomaly
1700001869,192.168.1.26,10.0.1.187,TCP,119,71,0,1,0,no_anomaly
1700001537,192.168.1.106,10.0.3.46,TCP,69,843,0,0,0,no_anomaly
1700002214,192.168.1.181,10.0.3.23,TCP,64,854,0,0,0,no_anomaly
1700000291,192.168.0.103,10.0.1.115,UDP,82,1451,0,0,0,no_anomaly
1700000619,192.168.0.111,10.0.0.45,TCP,67,1492,0,0,0,no_anomaly
1700001841,192.168.2.68,10.0.2.90,UDP,65,470,0,0,0,no_anomaly
1700000796,192.168.2.66,10.0.2.116,TCP,87,949,0,0,0,no_anomaly
1700001755,192.168.2.229,10.0.3.69,TCP,46,821,0,1,0,no_anomaly
1700001076,192.168.0.174,10.0.5.24,UDP,53,657,0,0,0,no_anomaly
1700002343,192.168.0.108,10.0.1.6,TCP,33,1419,0,1,0,no_anomaly
1700001256,192.168.0.149,10.0.0.149,TCP,110,452,1,0,0,no_anomaly
1700001906,192.168.3.13,10.0.0.199,TCP,33,1167,0,0,0,no_anomaly
1700001485,192.168.3.24,10.0.6.67,TCP,127,933,0,0,0,no_anomaly
1700001309,192.168.2.46,10.0.3.52,TCP,37,515,0,0,0,no_anomaly
1700002300,192.168.3.192,10.0.4.17,UDP,111,488,0,0,0,no_anomaly
1700001508,192.168.2.119,10.0.4.183,UDP,85,563,0,0,0,no_anomaly
1700002091,192.168.3.163,10.0.0.213,UDP,46,1213,0,0,0,no_anomaly
1700002209,192.168.2.19,10.0.7.172,TCP,72,1327,0,1,0,no_anomaly
1700002239,192.168.1.24,10.0.3.192,UDP,110,1170,0,0,0,no_anomaly
1700000397,192.168.2.46,10.0.7.154,TCP,127,684,0,1,0,no_anomaly
1700000952,192.168.3.121,10.0.4.250,TCP,105,1095,0,0,0,no_anomaly
1700001762,192.168.3.103,10.0.4.178,TCP,56,1169,0,1,0,no_anomaly
1700001553,192.168.3.195,10.0.3.59,TCP,89,1099,0,1,0,no_anomaly
1700000030,192.168.0.149,10.0.2.17,TCP,37,306,0,1,0,no_anomaly
1700000825,192.168.2.106,10.0.0.202,TCP,50,918,0,1,0,no_anomaly
1700000974,192.168.2.136,10.0.1.86,TCP,73,984,0,0,0,no_anomaly
1700001080,192.168.1.52,10.0.2.137,UDP,33,65,0,0,0,no_anomaly
1700001359,192.168.3.51,10.0.6.83,TCP,90,1061,1,0,0,no_anomaly
1700000345,192.168.1.188,10.0.3.30,TCP,71,407,0,0,0,no_anomaly
1700001061,192.168.1.1,10.0.4.91,TCP,52,932,0,0,0,no_anomaly
1700000222,192.168.3.7,10.0.4.129,UDP,116,1002,0,0,0,no_anomaly
1700000268,192.168.3.173,10.0.1.109,TCP,62,1281,0,0,0,no_anomaly
1700000324,192.168.3.212,10.0.4.187,UDP,118,1165,0,0,0,no_anomaly
1700000240,192.168.3.241,10.0.5.118,TCP,115,1497,0,0,0,no_anomaly
1700001303,192.168.1.77,10.0.0.231,TCP,54,1220,0,0,0,no_anomaly
1700000563,192.168.2.55,10.0.3.35,TCP,123,579,0,0,0,no_anomaly
1700001855,192.168.1.129,10.0.2.113,TCP,123,842,1,0,0,no_anomaly
1700002220,192.168.1.94,10.0.7.30,TCP,103,922,0,0,1,no_anomaly
1700000061,192.168.3.22,10.0.2.219,TCP,82,787,0,0,0,no_anomaly
1700001875,192.168.3.143,10.0.2.145,TCP,45,1006,0,0,0,no_anomaly
1700002214,192.168.0.121,10.0.6.40,TCP,88,545,0,0,0,no_anomaly
1700001122,192.168.2.104,10.0.5.14,TCP,104,716,0,0,0,no_anomaly
1700000772,192.168.2.54,10.0.1.191,TCP,55,490,0,0,0,no_anomaly
1700000883,192.168.3.19,10.0.0.171,TCP,91,235,0,1,0,no_anomaly
1700000039,192.168.1.235,10.0.5.179,UDP,102,233,0,0,0,no_anomaly
1700000394,192.168.3.26,10.0.5.111,TCP,77,463,0,1,0,no_anomaly
1700000822,192.168.0.149,10.0.1.253,TCP,121,819,1,0,0,no_anomaly
1700000653,192.168.2.171,10.0.6.86,TCP,81,1106,0,1,0,no_anomaly
1700001661,192.168.3.17,10.0.5.217,UDP,52,1315,0,0,0,no_anomaly
1700000987,192.168.2.143,10.0.2.7,UDP,128,672,0,0,0,no_anomaly
1700001926,192.168.1.129,10.0.6.187,TCP,98,1024,0,1,0,no_anomaly
1700000225,192.168.1.13,10.0.5.106,UDP,95,1164,0,0,0,no_anomaly
1700002224,192.168.3.182,10.0.4.155,TCP,103,1448,0,0,0,no_anomaly
1700001148,192.168.2.244,10.0.0.13,TCP,128,576,0,0,0,no_anomaly
1700001251,192.168.0.109,10.0.0.106,TCP,68,237,0,1,0,no_anomaly
1700001218,192.168.3.131,10.0.1.252,TCP,56,1408,0,0,0,no_anomaly
1700001052,192.168.1.108,10.0.1.169,TCP,100,742,0,1,0,no_anomaly
1700000292,192.168.1.6,10.0.5.225,TCP,121,1396,0,1,0,no_anomaly
1700002303,192.168.2.102,10.0.1.77,TCP,50,514,0,1,0,no_anomaly
1700002178,192.168.3.41,10.0.2.178,TCP,128,349,0,0,0,no_anomaly
1700000958,192.168.0.173,10.0.0.48,TCP,53,120,1,1,0,no_anomaly
1700001317,192.168.1.181,10.0.7.195,TCP,84,400,0,0,0,no_anomaly
1700000235,192.168.0.41,10.0.0.99,TCP,118,663,0,0,0,no_anomaly
1700000875,192.168.3.100,10.0.1.205,TCP,52,1162,0,1,0,no_anomaly
1700002318,192.168.3.41,10.0.5.145,TCP,120,529,0,0,0,no_anomaly
1700002313,192.168.3.189,10.0.7.71,UDP,128,989,0,0,0,no_anomaly
1700001085,192.168.0.227,10.0.4.68,TCP,51,733,0,0,0,no_anomaly
1700001093,192.168.0.234,10.0.4.194,TCP,115,708,0,0,0,no_anomaly
1700000643,192.168.1.227,10.0.5.67,TCP,123,1333,1,1,0,no_anomaly
1700002275,192.168.1.4,10.0.0.24,TCP,67,823,0,0,0,no_anomaly
1700000304,192.168.0.214,10.0.6.242,TCP,77,1166,1,0,0,no_anomaly
1700000141,192.168.1.178,10.0.2.197,TCP,46,437,0,0,0,no_anomaly
1700001712,192.168.1.97,10.0.7.170,TCP,60,460,0,1,1,no_anomaly
1700000179,192.168.0.78,10.0.1.237,TCP,35,903,0,1,0,no_anomaly
1700000522,192.168.0.65,10.0.3.169,TCP,44,1204,0,0,0,no_anomaly
1700001481,192.168.1.51,10.0.2.183,TCP,36,40,0,0,1,no_anomaly
1700001745,192.168.0.21,10.0.7.82,TCP,57,101,0,0,0,no_anomaly
1700001186,192.168.3.212,10.0.3.193,TCP,68,1061,0,0,0,no_anomaly
1700000207,192.168.1.195,10.0.7.50,ICMP,78,43,0,0,0,no_anomaly
1700000158,192.168.2.216,10.0.3.240,TCP,67,1013,0,0,0,no_anomaly
1700000114,192.168.1.57,10.0.5.158,TCP,39,353,0,1,0,no_anomaly
1700002097,192.168.3.68,10.0.4.86,UDP,86,970,0,0,0,no_anomaly
1700001947,192.168.1.204,10.0.4.22,TCP,109,1022,0,1,0,no_anomaly
1700001345,192.168.3.179,10.0.4.52,TCP,47,1446,1,0,0,no_anomaly
1700000323,192.168.3.182,10.0.2.222,TCP,111,835,0,0,0,no_anomaly
1700001903,192.168.0.217,10.0.2.127,TCP,50,1211,0,0,0,no_anomaly
1700000654,192.168.0.21,10.0.6.150,UDP,84,554,0,0,0,no_anomaly
1700002165,192.168.2.85,10.0.3.169,TCP,90,1411,0,0,0,no_anomaly
1700002166,192.168.0.95,10.0.2.251,TCP,80,1128,0,1,0,no_anomaly
1700001635,192.168.2.109,10.0.2.125,UDP,77,615,0,0,0,no_anomaly
1700000604,192.168.3.67,10.0.3.32,TCP,71,1130,0,0,0,no_anomaly
1700000125,192.168.2.140,10.0.0.133,UDP,110,336,0,0,0,no_anomaly
1700001693,192.168.0.141,10.0.5.112,UDP,58,107,0,0,0,no_anomaly
1700000325,192.168.2.218,10.0.7.253,UDP,45,731,0,0,0,no_anomaly
1700001128,192.168.3.136,10.0.2.130,TCP,39,389,0,0,0,no_anomaly
1700000502,192.168.2.205,10.0.1.49,TCP,122,129,0,0,0,no_anomaly
1700001101,192.168.0.218,10.0.5.184,ICMP,55,307,0,0,0,no_anomaly
1700002348,192.168.0.89,10.0.2.10,UDP,78,67,0,0,0,no_anomaly
1700000451,192.168.0.88,10.0.2.51,TCP,61,151,0,1,0,no_anomaly
1700001703,192.168.2.201,10.0.7.15,TCP,48,289,1,0,0,no_anomaly
1700001992,192.168.2.19,10.0.7.8,TCP,98,274,0,0,0,no_anomaly
1700002256,192.168.3.119,10.0.6.181,TCP,67,1452,0,1,0,no_anomaly
1700001597,192.168.1.139,10.0.7.104,TCP,111,690,0,1,0,no_anomaly
1700000342,192.168.0.118,10.0.4.68,TCP,100,982,0,0,0,no_anomaly
1700000707,192.168.1.168,10.0.0.64,ICMP,120,663,0,0,0,no_anomaly
1700000040,192.168.3.245,10.0.5.228,UDP,53,265,0,0,0,no_anomaly
1700002022,192.168.2.63,10.0.3.214,TCP,79,194,0,0,0,no_anomaly
1700001330,192.168.1.125,10.0.3.163,UDP,103,935,0,0,0,no_anomaly
1700000218,192.168.1.152,10.0.2.25,TCP,123,42,0,1,0,no_anomaly
1700001317,192.168.2.221,10.0.3.40,UDP,91,1029,0,0,0,no_anomaly
1700001047,192.168.3.197,10.0.1.111,UDP,99,732,0,0,0,no_anomaly
1700001588,192.168.1.135,10.0.3.151,TCP,125,666,1,1,0,no_anomaly
1700000778,192.168.3.210,10.0.4.40,UDP,37,308,0,0,0,no_anomaly
1700001061,192.168.1.132,10.0.5.230,ICMP,87,1113,0,0,0,no_anomaly
1700000459,192.168.2.250,10.0.6.166,UDP,74,760,0,0,0,no_anomaly
1700000272,192.168.3.245,10.0.3.233,TCP,83,170,0,1,0,no_anomaly
1700000166,192.168.3.113,10.0.7.44,TCP,84,356,0,1,0,no_anomaly
1700001280,192.168.3.28,10.0.7.187,TCP,45,886,0,0,0,no_anomaly
1700001022,192.168.2.20,10.0.4.97,TCP,90,1240,0,0,0,no_anomaly
1700002124,192.168.1.137,10.0.7.232,TCP,86,1244,0,0,0,no_anomaly
1700000515,192.168.3.60,10.0.5.99,TCP,89,1324,1,0,1,no_anomaly
1700000083,192.168.3.43,10.0.7.175,TCP,80,407,0,0,0,no_anomaly
1700000916,192.168.1.161,10.0.7.220,UDP,46,616,0,0,0,no_anomaly
1700002025,192.168.0.93,10.0.2.236,TCP,106,837,0,0,0,no_anomaly
1700001307,192.168.0.231,10.0.7.134,TCP,66,1406,0,0,0,no_anomaly
1700002339,192.168.3.90,10.0.2.164,ICMP,58,573,0,0,0,no_anomaly
1700000928,192.168.2.21,10.0.3.204,TCP,125,407,0,0,0,no_anomaly
1700001073,192.168.3.96,10.0.2.45,TCP,89,1324,0,0,0,no_anomaly
1700000171,192.168.0.97,10.0.2.87,UDP,101,265,0,0,0,no_anomaly
1700000716,192.168.2.44,10.0.3.65,TCP,97,226,1,1,0,no_anomaly
1700001420,192.168.0.254,10.0.7.157,TCP,50,810,0,0,0,no_anomaly
1700000331,192.168.3.226,10.0.4.217,TCP,69,1472,0,0,0,no_anomaly
1700000480,192.168.2.204,10.0.6.244,TCP,70,847,0,1,0,no_anomaly
1700000088,192.168.0.66,10.0.2.81,TCP,120,1021,1,0,0,no_anomaly
1700000950,192.168.3.107,10.0.5.175,UDP,106,170,0,0,0,no_anomaly
1700001000,192.168.3.114,10.0.4.122,UDP,95,746,0,0,0,no_anomaly
1700000098,192.168.3.55,10.0.6.79,TCP,65,1046,1,1,0,no_anomaly
1700001685,192.168.2.208,10.0.4.254,UDP,35,89,0,0,0,no_anomaly
1700001593,192.168.2.177,10.0.5.34,TCP,82,944,0,0,1,no_anomaly
1700002297,192.168.2.5,10.0.0.254,TCP,120,895,0,1,0,no_anomaly
1700000424,192.168.2.185,10.0.7.124,TCP,53,83,0,1,0,no_anomaly
1700000807,192.168.2.204,10.0.2.154,UDP,88,437,0,0,0,no_anomaly
1700000453,192.168.0.50,10.0.0.106,TCP,93,318,0,0,0,no_anomaly
1700000161,192.168.3.145,10.0.6.80,TCP,90,1325,0,0,0,no_anomaly
1700002139,192.168.0.66,10.0.7.229,TCP,96,237,0,0,0,no_anomaly
1700001154,192.168.3.198,10.0.2.34,TCP,51,538,0,0,0,no_anomaly
1700002057,192.168.3.156,10.0.6.173,TCP,44,90,0,0,0,no_anomaly
1700001493,192.168.2.3,10.0.5.57,TCP,122,594,0,0,0,no_anomaly
1700000606,192.168.3.250,10.0.7.213,ICMP,38,1206,0,0,0,no_anomaly
1700001004,192.168.3.114,10.0.7.199,TCP,96,463,0,1,0,no_anomaly
